zram0,TOTAL_READS(KB),22465144
zram0,TOTAL_WRITES(KB),22459520
zram0,TOTAL_READS(MB),21938
zram0,TOTAL_WRITES(MB),21933
zram0,TOTAL_READS(GB),21
zram0,TOTAL_WRITES(GB),21
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,4
zram0,AVGRQ-SZ,59401.7
zram0,AVGQU-SZ,232.037
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
