zram0,TOTAL_READS(KB),243796352
zram0,TOTAL_WRITES(KB),210258060
zram0,TOTAL_READS(MB),238082
zram0,TOTAL_WRITES(MB),205330
zram0,TOTAL_READS(GB),232
zram0,TOTAL_WRITES(GB),200
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,0.332494
zram0,AVGRQ-SZ,132390
zram0,AVGQU-SZ,517.15
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
