zram0,TOTAL_READS(KB),126363348
zram0,TOTAL_WRITES(KB),336604988
zram0,TOTAL_READS(MB),123401
zram0,TOTAL_WRITES(MB),328715
zram0,TOTAL_READS(GB),120
zram0,TOTAL_WRITES(GB),321
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,0.741463
zram0,AVGRQ-SZ,205222
zram0,AVGQU-SZ,801.649
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
