zram0,TOTAL_READS(KB),39283344
zram0,TOTAL_WRITES(KB),39269764
zram0,TOTAL_READS(MB),38362
zram0,TOTAL_WRITES(MB),38349
zram0,TOTAL_READS(GB),37
zram0,TOTAL_WRITES(GB),37
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,4
zram0,AVGRQ-SZ,48091.2
zram0,AVGQU-SZ,187.856
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
