zram0,TOTAL_READS(KB),243796364
zram0,TOTAL_WRITES(KB),143142980
zram0,TOTAL_READS(MB),238082
zram0,TOTAL_WRITES(MB),139788
zram0,TOTAL_READS(GB),232
zram0,TOTAL_WRITES(GB),136
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,0.551724
zram0,AVGRQ-SZ,137102
zram0,AVGQU-SZ,535.555
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
