zram0,TOTAL_READS(KB),50335076
zram0,TOTAL_WRITES(KB),59768528
zram0,TOTAL_READS(MB),49155
zram0,TOTAL_WRITES(MB),58367
zram0,TOTAL_READS(GB),48
zram0,TOTAL_WRITES(GB),56
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,0.125
zram0,AVGRQ-SZ,166961
zram0,AVGQU-SZ,652.192
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
