zram0,TOTAL_READS(KB),5916432
zram0,TOTAL_WRITES(KB),5909552
zram0,TOTAL_READS(MB),5777
zram0,TOTAL_WRITES(MB),5771
zram0,TOTAL_READS(GB),5
zram0,TOTAL_WRITES(GB),5
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,0.5
zram0,AVGRQ-SZ,31.4275
zram0,AVGQU-SZ,0.1225
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
