zram0,TOTAL_READS(KB),117448012
zram0,TOTAL_WRITES(KB),327690372
zram0,TOTAL_READS(MB),114695
zram0,TOTAL_WRITES(MB),320010
zram0,TOTAL_READS(GB),112
zram0,TOTAL_WRITES(GB),312
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,0.600939
zram0,AVGRQ-SZ,192167
zram0,AVGQU-SZ,750.654
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
