zram0,TOTAL_READS(KB),29791024
zram0,TOTAL_WRITES(KB),25183448
zram0,TOTAL_READS(MB),29092
zram0,TOTAL_WRITES(MB),24593
zram0,TOTAL_READS(GB),28
zram0,TOTAL_WRITES(GB),24
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,4
zram0,AVGRQ-SZ,8628.6
zram0,AVGQU-SZ,33.7033
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
