zram0,TOTAL_READS(KB),16774604
zram0,TOTAL_WRITES(KB),16779848
zram0,TOTAL_READS(MB),16381
zram0,TOTAL_WRITES(MB),16386
zram0,TOTAL_READS(GB),15
zram0,TOTAL_WRITES(GB),16
,
nvme0n1,TOTAL_READS(KB),0
nvme0n1,TOTAL_WRITES(KB),0
nvme0n1,TOTAL_READS(MB),0
nvme0n1,TOTAL_WRITES(MB),0
nvme0n1,TOTAL_READS(GB),0
nvme0n1,TOTAL_WRITES(GB),0
,
zram0,rMB/s,0
zram0,wMB/s,4
zram0,AVGRQ-SZ,402710
zram0,AVGQU-SZ,1573.08
zram0,DEV_UTIL,0
,
nvme0n1,rMB/s,
nvme0n1,wMB/s,
nvme0n1,AVGRQ-SZ,
nvme0n1,AVGQU-SZ,
nvme0n1,DEV_UTIL,
,
